email_type,subcategory,subject,body,source
Safe Email,referral_genuine,Referral for Shared Patient,"Hi Dr. Sullivan, I'm referring a patient to your clinic for a cardiology follow-up. My office will send the relevant chart notes through our secure referral system by end of day. Let me know if you need anything else in the meantime. Best, Dr. Chen",synthetic_llm_batch17
Safe Email,referral_genuine,Update on Our Shared Patient's Care Plan,Wanted to give you a quick update on our shared patient's care plan following their visit last week. Things are progressing well and no changes are needed at this time. I'll send a full summary through secure messaging by Friday.,synthetic_llm_batch17
Safe Email,referral_genuine,Discharge Summary Sent to Portal,"The discharge summary for the patient we discussed has been uploaded to the secure provider portal. Take a look when you have a chance, and let me know if you have any questions about the plan going forward.",synthetic_llm_batch17
Safe Email,referral_genuine,Consult Scheduled for Next Tuesday,This confirms the consult for our shared patient has been scheduled for next Tuesday at 10 AM. Chart notes will be sent through the secure system ahead of the appointment as usual. Thanks for coordinating on this.,synthetic_llm_batch17
Safe Email,referral_genuine,Following Up on Last Week's Referral,"Just following up on the referral sent last week, wanted to check if you needed any additional information before the patient's first visit. Happy to send over lab results if helpful.",synthetic_llm_batch17
Safe Email,referral_genuine,Care Coordination Note,Sharing a brief care coordination note after our patient's recent hospital stay. Everything is stable and the discharge plan is on track. Full documentation will follow through the usual secure channel.,synthetic_llm_batch17
Safe Email,referral_genuine,Thanks for the Quick Turnaround,"Thanks for getting back to us so quickly on the referral, the patient really appreciated being seen this week. We'll continue coordinating through the shared portal going forward.",synthetic_llm_batch17
Safe Email,referral_genuine,Referral Accepted - Scheduling Details to Follow,This confirms we've accepted the referral for your patient and our scheduling team will reach out directly to arrange their first appointment. No action needed from your office at this time.,synthetic_llm_batch17
Safe Email,referral_genuine,Quick Note on the Transfer of Care,Wanted to send a quick note confirming the transfer of care went smoothly on our end. The patient's records were received through the secure portal and everything looks complete.,synthetic_llm_batch17
Safe Email,referral_genuine,Checking In on Our Mutual Patient,"Hi, just checking in on how our mutual patient is doing since the referral last month. No urgency, just wanted to stay in the loop on their progress whenever you have a moment.",synthetic_llm_batch17
Safe Email,referral_genuine,Care Coordination Team Update,This is a routine update from our Care Coordination team. Your shared patient's treatment plan has been finalized and documentation is available through the secure provider system whenever convenient to review.,synthetic_llm_batch17
Safe Email,referral_genuine,Referral Documentation Sent,The referral documentation for the patient we discussed on our call has been sent through the secure system. Please let us know if anything is missing or unclear.,synthetic_llm_batch17
Safe Email,referral_genuine,Great Working With Your Team,"Just wanted to say it's been great working with your team on our shared patients this quarter, the coordination has made a real difference for continuity of care. Looking forward to continuing.",synthetic_llm_batch17
Safe Email,referral_genuine,Follow-Up Appointment Confirmed,This confirms the follow-up appointment for the patient we co-manage has been scheduled. I'll send updated notes through the secure portal before the visit as usual.,synthetic_llm_batch17
Safe Email,referral_genuine,Discharge Planning Note,"Sharing a brief discharge planning note for the patient transitioning back to your care. Everything looks routine, full records are available in the portal whenever you have time to review.",synthetic_llm_batch17
Safe Email,referral_genuine,Thanks for the Referral,"Thanks for sending the referral our way, we were able to get the patient scheduled for next week. We'll keep your office updated on progress through the usual channels.",synthetic_llm_batch17
Safe Email,referral_genuine,Consult Notes Now Available,"The consult notes from yesterday's visit are now available in the shared provider portal. Nothing urgent to flag, just wanted to let you know they're posted whenever convenient.",synthetic_llm_batch17
Safe Email,referral_genuine,Regarding the Patient We Discussed at Grand Rounds,"Following up on the patient we briefly discussed at grand rounds, I've sent a referral through the secure system with the relevant history attached there rather than by email.",synthetic_llm_batch17
Safe Email,referral_genuine,Transitions of Care - Routine Update,This is a routine update from Transitions of Care confirming the patient's handoff to your practice was completed successfully. No further action is needed on your end at this time.,synthetic_llm_batch17
