email_type,subcategory,subject,body,source
Phishing Email,ehr_login_alert,Unrecognized Device Login - Verify Now,"Beacon Ridge Hospital IT Security detected a login to your clinical workstation account from a device we don't recognize. If this wasn't you, verify your identity within the next hour to prevent a full account lockout. hxxp://beaconridge-idverify.net/check IT Security Team",synthetic_llm_batch2
Phishing Email,ehr_login_alert,Heads up - your PharmNet password expires tonight,"Hey, just a quick note that your PharmNet login is set to expire at midnight. Reset it now so you're not locked out for tomorrow's shift. Takes about 30 seconds: hxxp://pharmnet-reset.info/go Thanks, Pharmacy Systems Support",synthetic_llm_batch2
Phishing Email,ehr_login_alert,Mandatory Credential Re-Verification Following Platform Upgrade,"As part of the recent upgrade to our provider claims platform, all users are required to complete a one-time credential re-verification. This step confirms your account was not affected by the migration and restores full access to claims processing tools. Please complete verification by Friday at 5:00 PM to avoid a hold being placed on your account pending manual review by our compliance office. hxxp://summit-provider-verify.com/reverify Compliance & Security Office",synthetic_llm_batch2
Phishing Email,ehr_login_alert,Your account was temporarily locked,"Hi there, our system flagged several failed login attempts on your account this morning and locked it as a precaution. I've prepared a quick unlock link for you below, it should only take a minute to restore access before your next shift. hxxp://cascade-unlock-access.net Denise, IT Help Desk",synthetic_llm_batch2
Phishing Email,ehr_login_alert,Action Needed: Re-Authenticate After Security Patch,"A required security patch was applied to the practice management system overnight. All staff must re-authenticate to restore access. hxxp://willowcreek-reauth.net This is an automated message, do not reply.",synthetic_llm_batch2
Phishing Email,ehr_login_alert,Meditrack Migration: Re-Enter Your Credentials to Avoid Service Interruption,"Dear Harborview Behavioral Health Staff, as part of our scheduled migration to the new Meditrack cloud environment, existing credentials must be re-entered through the secure transition portal below. This ensures continuity of access to patient scheduling and notes once the migration completes this weekend. Accounts that do not complete this step by Sunday night will require a manual reset request submitted to our support queue, which can take up to five business days. hxxp://meditrack-migration-portal.com/reentry Meditrack Solutions Support Team",synthetic_llm_batch2
Phishing Email,ehr_login_alert,Two-Factor Authentication Re-Enrollment Required,"Due to a change in our mobile authentication provider, all staff need to re-enroll their device for two-factor login by end of week. Please complete this at your earliest convenience to avoid being prompted repeatedly at login. hxxp://pinecrest-2fa-setup.org Systems Administrator",synthetic_llm_batch2
Phishing Email,ehr_login_alert,New login timeout - just a heads up,"Quick heads up, IT changed the auto-logout setting so the system now signs you out after 10 minutes instead of 30. If you're getting logged out mid-note, just log back in as usual, nothing else needed on your end. Let me know if you have trouble!",synthetic_llm_batch2
Phishing Email,ehr_login_alert,URGENT: Your Account Was Flagged in Security Audit,"During a routine third-party security audit conducted this week, your user account was flagged for irregular access patterns inconsistent with your typical schedule. To avoid suspension pending investigation, you are required to confirm your identity and review the flagged activity within 24 hours. hxxp://tricounty-audit-response.net/case Failure to respond may result in your credentials being reset without notice. Network Operations Center",synthetic_llm_batch2
Phishing Email,ehr_login_alert,Single Sign-On Consolidation - Confirm Your Access,"We're consolidating several internal logins into a single sign-on system next month. To make sure your account carries over correctly, please confirm your current credentials using the link below before the cutover date. hxxp://ridgeline-sso-confirm.com Portal Support Team",synthetic_llm_batch2
