email_type,subcategory,subject,body,source
Phishing Email,it_password_reset,Immediate Action: Password Reset Required for CarePortal Access,"Denise Okafor here from IT Security at Northbridge Regional Hospital. We've detected repeated failed login attempts on your CarePortal account overnight. To keep your access active, please reset your password within the next 2 hours using the link below. hxxp://carePortal-reset.net/verify If you don't recognize this activity, reset immediately.",synthetic_llm_batch12
Phishing Email,it_password_reset,Your VeriStaff Login Needs Attention,"Hi there, this is an automated notice from VeriStaff Identity Services. A recent scan flagged your credentials as potentially compromised in a third-party data exposure. No rush, but please update your password sometime this week when convenient. hxxp://veristaff-idcheck.com/update",synthetic_llm_batch12
Phishing Email,it_password_reset,SECURITY HOLD ON YOUR ACCOUNT - RESPOND NOW,This is your final warning. Suspicious login attempts from an overseas IP have triggered an automatic hold on your Willowmere Family Clinic network account. Respond within 30 minutes or your account will be permanently locked and IT will need a manager sign-off to restore it. hxxp://willowmere-idlock.net/unlock,synthetic_llm_batch12
Phishing Email,it_password_reset,Routine Password Rotation Notice,"As part of our quarterly security cycle, your password for the Meridian Health Insurance employee portal is due for rotation. Please update it at your convenience before the end of the month using the secure portal link. hxxp://meridian-portal-secure.info/rotate Thanks, IT Support",synthetic_llm_batch12
Phishing Email,it_password_reset,Marcus from Helpdesk - quick password thing,"hey, saw your account got flagged for a weird sign-in near midnight. can you jump on this real quick and reset your pw? link's below, takes like 2 min. hxxp://quickfix-idreset.net -marcus",synthetic_llm_batch12
Phishing Email,it_password_reset,Action Required: Sentinel IAM Verification,"Dear Colleague, our identity management platform Sentinel IAM has flagged your account for step-up verification following a policy update mandated by hospital compliance. Please verify your credentials via the enclosed portal within 24 hours to retain uninterrupted EHR access. Failure to verify will trigger automatic account suspension pending manual review by the Information Security Office. hxxp://sentinel-iam-verify.org/step-up Regards, Information Security Office, Ashford General Hospital",synthetic_llm_batch12
Phishing Email,it_password_reset,your account was locked,we locked your account after 5 failed tries. click here to unlock: hxxp://unlock-now-fast.net no other steps needed,synthetic_llm_batch12
Phishing Email,it_password_reset,Notice: Unusual Device Added to Your Account,"A new device was recently registered to your Corner Drug Pharmacy staff account from a location we don't recognize. If this was you, no action is needed. If not, please secure your account immediately by resetting your password and reviewing recent activity. hxxp://cornerdrug-devicecheck.com/review Pharmacy IT Team",synthetic_llm_batch12
Phishing Email,it_password_reset,URGENT - Compromised Credentials - Union Square Pharmacy,We were notified by an external security partner that credentials matching your work email appeared in a breach dump circulating online. Please change your password immediately and do not reuse it elsewhere. This is time-sensitive; delaying puts patient records at risk. hxxp://uspharmacy-breach-response.net/reset,synthetic_llm_batch12
Phishing Email,it_password_reset,Reminder: MedVault Access Review,"Priya Nandakumar, IT Security here. As part of our semi-annual access review, please confirm your MedVault login is still active by signing in through the verification link attached below. This is a standard, non-urgent check. hxxp://medvault-access-review.org/confirm Thank you for your cooperation.",synthetic_llm_batch12
Phishing Email,it_password_reset,Fwd: Password expiring - see attached instructions,Please see the attached PDF for step-by-step instructions on resetting your network password before it expires this Friday. Let IT know if you have trouble opening the attachment. [Attachment: Password_Reset_Instructions.pdf],synthetic_llm_batch12
Phishing Email,it_password_reset,St. Agnes IT: Two-Factor Re-Enrollment Needed,"Hello, due to a recent upgrade of our two-factor authentication system, all staff must re-enroll their devices by next Monday. Accounts not re-enrolled will lose remote access to clinical systems. Please use the link below at your convenience before the deadline. hxxp://stagnes-2fa-enroll.net Tom Baird, Network Administrator",synthetic_llm_batch12
Phishing Email,it_password_reset,your password expires in 1 hour,"this is your last chance to update your password before it expires and locks you out mid-shift. don't risk it, reset now: hxxp://lastchance-reset.com",synthetic_llm_batch12
Phishing Email,it_password_reset,BrightPath Pediatrics - Login Security Check,"Hi team, our system flagged a login attempt to the patient scheduling portal from an unfamiliar browser. If this wasn't you, please reset your password as soon as possible. If it was you, feel free to disregard this message. hxxp://brightpath-securitycheck.net/reset",synthetic_llm_batch12
Phishing Email,it_password_reset,Shield360 Account Notification,This is an automated message from Shield360. Your account credentials are scheduled for mandatory rotation as part of new cybersecurity insurance requirements. Please complete the rotation process within 5 business days to avoid a compliance flag on your employee file. hxxp://shield360-rotate.info Shield360 Security Operations,synthetic_llm_batch12
Phishing Email,it_password_reset,hey quick favor - can you reset your login,our vendor flagged a bunch of accounts including yours for a security patch rollout. can you reset your password today if you get a sec? here's the link they sent over: hxxp://patch-rollout-reset.net thanks!,synthetic_llm_batch12
Phishing Email,it_password_reset,Lakeview Behavioral Health - Mandatory Credential Update,"Per new state privacy regulations effective this quarter, all staff accessing behavioral health records must update their login credentials through our updated identity provider. Please complete this by end of week. Non-compliance may result in temporary suspension of chart access pending legal review. hxxp://lakeview-credential-update.org/idp Compliance & IT Security",synthetic_llm_batch12
Phishing Email,it_password_reset,Password reset - Vantage Health Plan employees,"All Vantage Health Plan employees are asked to reset their network passwords this week as part of a routine security refresh. This is not urgent and can be done any time before Friday. hxxp://vantage-refresh-reset.net Thanks, IT Operations",synthetic_llm_batch12
Phishing Email,it_password_reset,AccessGuard: Suspicious Sign-In Blocked,"AccessGuard blocked a sign-in attempt to your account from a device we don't recognize, originating from outside your usual region. To review this activity and secure your account, please click below within the next hour. Ignoring this notice may result in a temporary hold on your access while our team investigates further on your behalf. hxxp://accessguard-review.net/secure",synthetic_llm_batch12
Phishing Email,it_password_reset,pw reset needed - see attached,"IT sent over the attached form, please fill it out and submit through the portal to complete your password reset. Let me know if the attachment doesn't open. [Attachment: IT_PasswordReset_Form.docx]",synthetic_llm_batch12
Phishing Email,it_password_reset,Redwood Family Practice IT Advisory,"Good afternoon, we're writing to inform staff that our identity provider detected anomalous login patterns across several accounts, yours included, over the past 48 hours. Out of an abundance of caution we're asking affected staff to reset their passwords using the secure link provided. There is no immediate deadline, but we recommend doing this within the next few days. hxxp://redwood-identityadvisory.net/reset IT Advisory Team",synthetic_llm_batch12
Phishing Email,it_password_reset,TrueCare Pharmacy Network - Immediate Password Change Required,This is a mandatory notice. Your TrueCare Pharmacy Network account has been flagged for immediate password change due to a detected credential-stuffing attempt against our login system network-wide. You must change your password before your next login attempt or your account will remain locked. hxxp://truecare-mandatorychange.net,synthetic_llm_batch12
Phishing Email,it_password_reset,New sign-in to your account,"We noticed a new sign-in to your Golden Valley Medical Group account. Location: unknown. Device: unrecognized. If this was you, you can ignore this email. If not, secure your account here: hxxp://goldenvalley-newsignin.net",synthetic_llm_batch12
Phishing Email,it_password_reset,Denise here again - one more thing,"hi, following up on the earlier notice, IT needs everyone flagged in the scan to actually complete the reset by end of day, not just acknowledge it. here's the link one more time in case you missed it: hxxp://carePortal-reset.net/verify -denise, IT Security",synthetic_llm_batch12
