email_type,subcategory,subject,body,source
Safe Email,prescription_ready,Your Refill Is Ready,"Hi, just letting you know your refill submitted this morning is ready for pickup at Kroger Health Pharmacy whenever it's convenient for you. Our pharmacy hours are 9 AM to 8 PM today. Thanks, Kroger Health Pharmacy",synthetic_llm_batch21
Safe Email,prescription_ready,Auto-Refill Processed and Ready,"Your scheduled auto-refill has been processed and is ready for pickup. No action is needed on your part, just stop by whenever works for you this week. Thank you, Costco Pharmacy Network",synthetic_llm_batch21
Safe Email,prescription_ready,New Prescription Received - Ready for Pickup,"We received a new prescription from Dr. Alvarez this afternoon and it's already filled and ready. You can pick it up any time before we close at 9 PM. Take care, Sunrise Family Pharmacy",synthetic_llm_batch21
Safe Email,prescription_ready,Early Fill Approved by Your Provider,"Your provider approved an early fill of your medication ahead of your upcoming trip, and it's ready for pickup now. Safe travels! Greenfield Clinic Pharmacy",synthetic_llm_batch21
Safe Email,prescription_ready,Curbside Pickup Available for Your Order,"Your order is ready and curbside pickup is available if you'd rather not come inside, just call the number on your receipt when you arrive and we'll bring it out. Thanks, Meijer Pharmacy",synthetic_llm_batch21
Safe Email,prescription_ready,Delivery Scheduled for Tomorrow,"Your prescription delivery is scheduled to arrive tomorrow between 10 AM and 2 PM. No signature is required, but feel free to reach out if you have any questions before then. HealthPartners Mail Order Pharmacy",synthetic_llm_batch21
Safe Email,prescription_ready,Your Medications Have Been Synced for Pickup Together,"As part of our medication sync program, we've aligned your refills so they're all ready together this month instead of on separate days. Everything is ready now at the pharmacy counter. Central Valley Pharmacy Group",synthetic_llm_batch21
Safe Email,prescription_ready,Insurance Confirmed - Low Copay This Month,"Good news, your insurance came back with a lower copay than usual on this fill. Your prescription is ready for pickup at the reduced price. Thanks, BlueCross Pharmacy Benefits",synthetic_llm_batch21
Safe Email,prescription_ready,Your Compounded Medication Is Ready,"The compounded medication your provider ordered has finished preparation and is ready for pickup. As always, feel free to ask our pharmacist any questions when you arrive. Lakeside Compounding Pharmacy",synthetic_llm_batch21
Safe Email,prescription_ready,Flu Shot and Refill Ready for Your Visit,"Just a note that both your flu shot appointment and your regular refill are set for this Thursday. No prep needed on your end, we'll take care of both when you arrive. Walgreens Community Pharmacy",synthetic_llm_batch21
Safe Email,prescription_ready,Refill Request Received - Ready by End of Day,We got your refill request through the app this morning and it will be ready for pickup by end of day. Thanks for using our online refill service. Rite Aid Pharmacy Team,synthetic_llm_batch21
Safe Email,prescription_ready,Prior Authorization Approved - Rx Now Ready,Your provider's prior authorization request was approved by your insurance and your medication is now ready for pickup at the original copay. OptumRx Specialty Pharmacy,synthetic_llm_batch21
Safe Email,prescription_ready,Switched to Generic - Ready and More Affordable,"With your provider's approval, we switched your prescription to the generic equivalent, which brings your cost down significantly. It's ready for pickup whenever you're free. Prime Therapeutics",synthetic_llm_batch21
Safe Email,prescription_ready,You're Enrolled in Auto-Refill,"This confirms you're now enrolled in automatic refills for your maintenance medication. We'll notify you each time an order is on its way, no further action needed from you. Express Scripts Home Delivery",synthetic_llm_batch21
Safe Email,prescription_ready,Upcoming Auto-Refill in 3 Days,"Just a heads up that your next automatic refill is scheduled to process in 3 days. If everything looks right on your end, there's nothing you need to do. PharmaCare Direct",synthetic_llm_batch21
Safe Email,prescription_ready,Pharmacist Available for Questions at Pickup,"Your prescription is ready, and our pharmacist is available if you'd like to go over dosing or possible side effects when you come in. No appointment needed. Northgate Drug Store",synthetic_llm_batch21
Safe Email,prescription_ready,Drive-Thru Open Late This Week,A reminder that our drive-thru is open until 9 PM this week if you'd rather not come inside. Your prescription is ready whenever you'd like to swing by. UPMC Pharmacy Services,synthetic_llm_batch21
Safe Email,prescription_ready,Your 90-Day Supply Is Ready,Your 90-day supply has been filled and is ready for pickup. This should carry you through the next quarter without needing another refill in the meantime. Humana Pharmacy Solutions,synthetic_llm_batch21
Safe Email,prescription_ready,Mail Order Shipped - Tracking Included,Your mail order prescription shipped this morning. Here's the tracking number for your reference: 1Z999AA10123456784. Expected arrival is within 3 to 5 business days. HealthPartners Mail Order Pharmacy,synthetic_llm_batch21
Safe Email,prescription_ready,Second Half of Your Order Now Ready,The remainder of your prescription that was on backorder has arrived and is now ready for pickup along with the rest of your order. Sorry for the split delivery. Walmart Pharmacy Rx,synthetic_llm_batch21
Safe Email,prescription_ready,Welcome - Your First Prescription Is Ready,"Welcome to Piedmont Health Pharmacy! Your first prescription with us is ready for pickup, and our team is happy to answer any questions as you get settled in with a new pharmacy.",synthetic_llm_batch21
Safe Email,prescription_ready,Refill Denied by Insurance - Contact Your Provider,"Unfortunately your insurance denied coverage for this refill request. We recommend reaching out to your provider's office to discuss alternatives, we're happy to help facilitate that conversation. Mercy Medical Center Pharmacy",synthetic_llm_batch21
