email_type,subcategory,subject,body,source
Phishing Email,cme_training,Overdue: Bloodborne Pathogen Training Required,"Staff Notice: Your annual OSHA bloodborne pathogen training is now overdue. Per hospital policy, clinical staff with overdue safety training may be temporarily restricted from patient-facing units until the module is completed. Please log in and finish the module today. Complete Now: hxxp://safety-training-portal.net/login Employee Health & Safety",synthetic_llm_batch14
Phishing Email,cme_training,Action Needed: HIPAA Refresher Expires Tonight,"This is a reminder that your HIPAA refresher course access expires at midnight tonight. If you do not finish before the deadline, you will need to restart the entire module from the beginning next cycle. Finish now to avoid losing your progress. hxxp://hipaa-refresher-access.com Compliance & Privacy Office",synthetic_llm_batch14
Phishing Email,cme_training,Your CME Deadline Has Passed,"Hi, our records show your continuing education deadline for this licensing cycle passed last week. Please complete your outstanding credits as soon as possible, delays beyond 30 days may need to be reported to the state board. Log in here: hxxp://cme-credit-recovery.org Medical Staff Services",synthetic_llm_batch14
Phishing Email,cme_training,Mandatory: New Infection Control Module Assigned,A new infection control training module has been assigned to all clinical staff following the recent CDC guidance update. This is mandatory and must be completed within 48 hours. Failure to complete on time will be noted in your annual review. Start here: hxxp://infection-control-lms.net Clinical Education,synthetic_llm_batch14
Phishing Email,cme_training,Reminder: Opioid Prescribing Course Due Friday,This is a reminder that the DEA-mandated opioid prescribing education course is due this Friday for all prescribers. Prescribing privileges may be paused for providers who have not completed the course by the deadline. Please complete at your earliest convenience. hxxp://opioid-course-access.net Credentialing Office,synthetic_llm_batch14
Phishing Email,cme_training,Your Training Record Shows a Gap,"Hello, a routine audit of training records identified a gap in your file for the required workplace violence prevention course. Please complete this short module by end of week to close the gap before it's flagged in the upcoming compliance review. hxxp://workplace-safety-modules.com Risk Management",synthetic_llm_batch14
Phishing Email,cme_training,Final Reminder: Annual Competency Assessment,This is your final reminder that the annual clinical competency assessment must be completed by Monday. Staff who have not completed the assessment will be removed from the scheduling system until it is finished. Access the assessment here: hxxp://competency-assessment-portal.net Nursing Education Department,synthetic_llm_batch14
Phishing Email,cme_training,New Assignment: Active Shooter Preparedness Training,A new mandatory active shooter and emergency preparedness module has been assigned to all staff. Please complete within 5 business days. This training satisfies your Joint Commission requirement for this year. hxxp://emergency-prep-training.org Facilities & Safety Office,synthetic_llm_batch14
Phishing Email,cme_training,Credential File Incomplete - Training Required,Our credentialing office has identified that your file is missing a required annual training certificate. Please complete the outstanding module and upload your certificate before your credentialing renewal date to avoid a delay in reappointment. hxxp://credentialing-upload-portal.com Medical Staff Credentialing,synthetic_llm_batch14
Phishing Email,cme_training,Billing Compliance Training Overdue - Access Restricted,Your access to the billing system will be temporarily restricted starting tomorrow because your annual billing compliance training is overdue. Complete the module today to avoid interruption to your workflow. hxxp://billing-compliance-lms.net Revenue Cycle Compliance,synthetic_llm_batch14
