email_type,subcategory,subject,body,source
Phishing Email,patient_referral,Referral Received - Chart Notes Attached,Dr. Sarah Chen at Brightside Family Medicine has referred a patient to your practice for further workup. Please open the attached chart notes before their scheduled visit next week. Referral_Chart_0472.zip,synthetic_llm_batch16
Phishing Email,patient_referral,New Consult - Please Review Before Friday,We have a new consult request for a shared patient tied to Northfield General Hospital's cardiology service. The full history and prior imaging are in the attached packet. Please review before Friday's appointment. Consult_Packet_Northfield.zip,synthetic_llm_batch16
Phishing Email,patient_referral,Discharge Paperwork Needs Sign-Off,Attached is the discharge summary for a patient recently transferred from St. Augustine Regional Hospital. Transitions of Care needs your electronic sign-off before the case can be closed out on our end. Discharge_9902_Signoff.zip,synthetic_llm_batch16
Phishing Email,patient_referral,Urgent: Consult Request from Dr. Webb,"Hi, Dr. Marcus Webb asked me to send over this consult request today, it's fairly time sensitive given the patient's symptoms. Chart notes and labs are attached, please take a look when you get a chance this afternoon. Consult_Notes_Webb.zip",synthetic_llm_batch16
Phishing Email,patient_referral,Referral Packet - Union Square Urgent Care,Union Square Urgent Care is forwarding a referral for a patient who presented earlier this week. The attached packet includes triage notes and a brief history. Please confirm receipt. UnionSquare_Referral_Packet.zip,synthetic_llm_batch16
Phishing Email,patient_referral,Time-Sensitive Consult - Response Needed Today,"This is a time-sensitive consult request tied to a patient currently admitted at Ashgrove Community Hospital. We need a response today if possible. Full notes are in the attached file, please open at your earliest convenience. Ashgrove_Consult_Urgent.zip",synthetic_llm_batch16
Phishing Email,patient_referral,Your Office Was Selected as Receiving Provider,"Your office has been selected as the receiving provider for a patient being transferred from Harbor View Medical Center's oncology unit. Attached you'll find the full transfer packet, including treatment history and current medication list. HarborView_Transfer_Packet.zip",synthetic_llm_batch16
Phishing Email,patient_referral,Please Review Enclosed Referral Documentation,Please review the enclosed referral documentation for a mutual patient before their intake appointment. Ridgemont Orthopedics has flagged this as a priority case given the timeline discussed on our call yesterday. Ridgemont_Referral_Docs.zip,synthetic_llm_batch16
Phishing Email,patient_referral,Reminder: Referral Documentation Still Pending,This is a reminder that the referral documentation sent last week for the patient from Fairview Women's Health is still pending your review. Please open the attached file so we can finalize scheduling. FairviewWH_Referral_Pending.zip,synthetic_llm_batch16
Phishing Email,patient_referral,Quick one re: the referral,"Hey, following up on the referral I mentioned, attached is the packet from Dr. Isabelle Moreau's office. Nothing urgent but would appreciate a look before end of week. Moreau_Referral_Packet.zip",synthetic_llm_batch16
Phishing Email,patient_referral,Care Coordination: Shared Patient Update,"Care Coordination at Pinnacle Health Partners is sending over an updated chart for a patient we share. The attached file reflects changes made after their last visit, please incorporate into your records. Pinnacle_Chart_Update.zip",synthetic_llm_batch16
Phishing Email,patient_referral,Confidential Referral - Please Do Not Forward,"Attached is a confidential referral packet for a patient transferring care to your practice. Given the sensitive nature of the case, please do not forward this file and review it directly. Confidential_Referral_0091.zip",synthetic_llm_batch16
Phishing Email,patient_referral,New Patient Referral from Dr. Patel,Dr. Priya Patel has referred a new patient to your clinic and would like you to review the attached history and lab work ahead of the first visit. Patel_NewPatient_History.zip,synthetic_llm_batch16
Phishing Email,patient_referral,Follow-Up: Consult Request Sent Tuesday,Following up on the consult request sent Tuesday regarding a shared patient at Cedarview Medical Group. We haven't heard back and wanted to flag that the attached notes include an updated timeline. Cedarview_Consult_Followup.zip,synthetic_llm_batch16
Phishing Email,patient_referral,Chart Transfer Complete - Review Required,The chart transfer for the patient moving from Lakeshore Internal Medicine to your practice is now complete. Please review the attached records and confirm everything transferred correctly. Lakeshore_ChartTransfer.zip,synthetic_llm_batch16
Phishing Email,patient_referral,Please Open Before Tomorrow's Appointment,Dr. Thomas O'Brien is referring a patient for a follow-up evaluation tomorrow morning and asked that the attached chart notes be reviewed beforehand so the visit can move efficiently. OBrien_Chart_Referral.zip,synthetic_llm_batch16
Phishing Email,patient_referral,Transitions of Care - Action Requested,Transitions of Care at Northfield General Hospital is requesting your review of the attached discharge packet for a patient recently released from the medical unit. Please acknowledge receipt once reviewed. Northfield_Discharge_Packet.zip,synthetic_llm_batch16
Phishing Email,patient_referral,Consult Request - Bayside Oncology,Bayside Oncology Center has a consult request for a patient who may need a second opinion. Attached is the full oncology history along with imaging notes. We'd appreciate a response within the next few days. Bayside_Consult_History.zip,synthetic_llm_batch16
Phishing Email,patient_referral,Referral Notes Attached - No Rush,"No rush on this one, but attached are the referral notes for a patient your office agreed to see next month. Feel free to review whenever convenient. Referral_Notes_NoRush.zip",synthetic_llm_batch16
Phishing Email,patient_referral,Action Needed: Sign-Off on Transfer of Care,"We need your sign-off on the transfer of care documentation for a mutual patient before the case can be closed in our system. The document is attached, please review and confirm today if possible. TransferOfCare_SignOff.zip",synthetic_llm_batch16
Phishing Email,patient_referral,Dr. Al-Rashid's Office - Referral Enclosed,This is Dr. Fatima Al-Rashid's office reaching out with a referral for a patient needing specialist follow-up. The enclosed packet has everything you'll need for scheduling. AlRashid_Office_Referral.zip,synthetic_llm_batch16
Phishing Email,patient_referral,Elmwood Family Practice - Shared Patient Notes,Elmwood Family Practice is sharing updated notes on a patient we co-manage. Please see the attached file for the latest visit summary and medication changes. Elmwood_SharedNotes.zip,synthetic_llm_batch16
Phishing Email,patient_referral,Grandview Cardiology - Consult Packet Ready,The consult packet you requested from Grandview Cardiology Associates is ready and attached. It includes echo results and a brief clinical summary. Let us know if anything else is needed. Grandview_ConsultPacket.zip,synthetic_llm_batch16
Phishing Email,patient_referral,Discharge Summary - Please Sign and Return,Please find attached the discharge summary that requires your signature before the patient's care can officially transfer to your practice. We'd like to close this out by end of week. DischargeSummary_SignReturn.zip,synthetic_llm_batch16
Phishing Email,patient_referral,Regarding the patient we discussed,"Following up on the patient we discussed on the phone last week, I've attached her most recent chart notes and imaging results for your review ahead of the consult. ChartNotes_Imaging_0334.zip",synthetic_llm_batch16
Phishing Email,patient_referral,Sunstone Pediatrics - Referral for New Patient,Sunstone Pediatrics is referring a new patient to your practice and has attached the intake history along with vaccination records for your review. SunstonePeds_Intake_Referral.zip,synthetic_llm_batch16
Phishing Email,patient_referral,Referral Confirmation Needed by End of Day,We need confirmation on the referral packet sent this morning by end of day so scheduling can proceed. The attached file includes the patient's full history. Please open and confirm at your earliest convenience. Referral_Confirmation_EOD.zip,synthetic_llm_batch16
Phishing Email,patient_referral,Dr. Kapoor Requested This Be Sent Over,"Dr. Raj Kapoor requested that this consult packet be sent over ahead of tomorrow's shared appointment. Attached you'll find labs, imaging, and a brief summary of the case. Kapoor_ConsultPacket.zip",synthetic_llm_batch16
Phishing Email,patient_referral,Referral Packet - Please Acknowledge,Attached is the referral packet for a patient transitioning care from Ashgrove Community Hospital. Please acknowledge receipt so we can update our records accordingly. Ashgrove_ReferralPacket_Ack.zip,synthetic_llm_batch16
Phishing Email,patient_referral,Quick update on the referral from last month,"Just a quick update, the referral packet from last month has been revised slightly, attached is the updated version with corrected medication history. Referral_Revised_Update.zip",synthetic_llm_batch16
Phishing Email,patient_referral,Priority Referral - Response Requested Within 24 Hours,This priority referral requires a response within 24 hours per our care agreement. Attached is the full packet including recent test results. Please review as soon as possible. PriorityReferral_24hr.zip,synthetic_llm_batch16
Phishing Email,patient_referral,Dr. Petrov - Patient Transfer Documentation,Dr. Nadia Petrov's office is sending over patient transfer documentation ahead of the handoff scheduled for next week. Please review the attached records before then. Petrov_TransferDocs.zip,synthetic_llm_batch16
Phishing Email,patient_referral,Referral for Second Opinion,A patient has requested a second opinion and their current provider has referred them to your practice. Attached is the relevant chart history for your review before the consult. SecondOpinion_ChartHistory.zip,synthetic_llm_batch16
Phishing Email,patient_referral,Care Coordination Update - Please Review,Care Coordination wanted to make sure this update reached you before the shared patient's next visit. The attached file has the most recent notes from their last hospital stay. CareCoordination_Update_0219.zip,synthetic_llm_batch16
Phishing Email,patient_referral,Chart Notes for Tomorrow's Shared Patient,"Attaching the chart notes for tomorrow's shared patient appointment, please take a look beforehand so we're aligned on the treatment plan. TomorrowPatient_ChartNotes.zip",synthetic_llm_batch16
Phishing Email,patient_referral,Referral - Willow Creek Pharmacy Coordination,Willow Creek Pharmacy is coordinating with your office on a patient's medication reconciliation following a recent referral. Attached is the medication list and relevant chart excerpt. WillowCreek_MedRecon.zip,synthetic_llm_batch16
