email_type,subcategory,subject,body,source
Safe Email,password_reset_confirmed,Password Successfully Updated,"Hi, this confirms your password for the CarePortal system was updated successfully just now. If you didn't make this change, please contact IT Security immediately at ext. 2210. Otherwise, no further action is needed. Northbridge Regional Hospital IT",synthetic_llm_batch13
Safe Email,password_reset_confirmed,Your login was reset,"just letting you know your login got reset like you asked this morning. you're all set to log back in now. reach out if anything looks off. -marcus, helpdesk",synthetic_llm_batch13
Safe Email,password_reset_confirmed,Confirmation: Account Password Changed,"This email confirms that the password associated with your Willowmere Family Clinic account was changed on today's date at 9:42 AM. If you did not authorize this change, please contact our IT Security team right away. Otherwise, you're all set.",synthetic_llm_batch13
Safe Email,password_reset_confirmed,You're all set - password reset complete,Your password reset request has been completed successfully. You can now log back into the employee portal using your new credentials. Have a great day! IT Support Team,synthetic_llm_batch13
Safe Email,password_reset_confirmed,Security Confirmation - Credential Update,"Dear Colleague, we are writing to confirm that the credential update you initiated through Sentinel IAM has been processed successfully and is now active across all connected clinical systems. No further action is required on your part. Should you have any questions, our Information Security Office remains available during business hours. Regards, Ashford General Hospital IT Security",synthetic_llm_batch13
Safe Email,password_reset_confirmed,reset done,"all done, your password's been reset. log in whenever, should work fine now.",synthetic_llm_batch13
Safe Email,password_reset_confirmed,Notice: Your Recent Password Change,"This is an automated confirmation that your Corner Drug Pharmacy staff account password was changed today. If this wasn't you, please reach out to Pharmacy IT as soon as possible so we can look into it together.",synthetic_llm_batch13
Safe Email,password_reset_confirmed,Union Square Pharmacy - Password Update Confirmed,We're confirming that your password update request has been completed. Your account is active and ready to use with your new password. Thanks for keeping your credentials current.,synthetic_llm_batch13
Safe Email,password_reset_confirmed,MedVault Access - Credential Confirmed Active,"Priya Nandakumar, IT Security here. Just confirming your MedVault credentials passed our latest verification check without any issues. Nothing further needed from you at this time. Have a good rest of your week.",synthetic_llm_batch13
Safe Email,password_reset_confirmed,IT Confirmation: Instructions completed successfully,Thanks for following the attached instructions last week. Your password reset was completed successfully and your account is fully restored. Attaching a copy of the completed confirmation for your records. [Attachment: Reset_Confirmation_Record.pdf],synthetic_llm_batch13
Safe Email,password_reset_confirmed,St. Agnes IT: Two-Factor Re-Enrollment Complete,"This confirms that your device has been successfully re-enrolled in our two-factor authentication system. You should now be able to log in using your usual method without interruption. Thank you for completing this promptly. Tom Baird, Network Administrator",synthetic_llm_batch13
Safe Email,password_reset_confirmed,you're good to go,"password's updated, you're good to go! let us know if you run into any trouble logging back in.",synthetic_llm_batch13
