email_type,subcategory,subject,body,source
Phishing Email,ehr_login_alert,URGENT: Your EHR Access Will Be Suspended in 24 Hours,"Dear Staff Member, our security system has detected unusual login activity on your EpicCare account from an unrecognized device. To prevent automatic suspension of your access, you must verify your credentials immediately by clicking the link below. Failure to verify within 24 hours will result in loss of access to patient records and require IT ticket submission for reinstatement. Verify Now: hxxp://epiccare-verify-portal.net/auth Thank you, EHR Security Team",synthetic_llm_batch1
Phishing Email,ehr_login_alert,Action Required: MyChart Password Expiring Today,"Hi, this is an automated notice from the MyChart administration system. Your password is set to expire today at 5:00 PM. To avoid being locked out of the patient portal during your shift, please reset your password now using the secure link below. This link will expire in 60 minutes. Reset Password: hxxp://mychart-reset.securelogin-health.com IT Support Desk",synthetic_llm_batch1
Phishing Email,ehr_login_alert,Cerner Account Verification Needed,"Good afternoon, we're rolling out a mandatory identity verification for all Cerner users following last month's system upgrade. Please confirm your username and password at the link below by end of day Friday to keep continuous access to charting and orders. If you do not complete this step your account will be flagged for manual review by the compliance office. hxxp://cerner-id-check.org/confirm Regards, Systems Administration",synthetic_llm_batch1
Phishing Email,insurance_claim,Your Recent Insurance Claim Has Been Flagged,"Dear Provider, a claim submitted under your NPI number (#4471182) has been flagged for potential billing discrepancies by our fraud review unit. To avoid a hold on future reimbursements, please log in and review the claim details within 48 hours. Click here to review: hxxp://claims-review-portal.info/case4471182 Blue Horizon Health Partners Claims Department",synthetic_llm_batch1
Phishing Email,insurance_claim,Payment Discrepancy on Claim #88213,"We have identified a discrepancy of $342.18 on a recent claim submission tied to your billing account. Please verify your banking details so we can process the correction and issue payment without delay. Failure to update within 5 business days may result in the claim being closed and resubmission required. Update Banking Info: hxxp://provider-payments-update.net Sincerely, National Provider Reimbursement Office",synthetic_llm_batch1
Phishing Email,insurance_claim,Re: Outstanding Balance on Patient Account,This is a notice regarding an outstanding balance flagged on a shared patient account linked to your department. Please review and confirm the account details through our secure billing portal to prevent this from being escalated to collections review. hxxp://billing-secure-check.com/verify Regional Health Billing Services,synthetic_llm_batch1
Phishing Email,lab_results,New Lab Results Available - Immediate Review Requested,A new set of critical lab results has been uploaded to the shared results portal and requires physician sign-off before the patient can be notified. Please review at your earliest convenience as this result was flagged abnormal by the lab system. View Results: hxxp://labresults-secure-view.net/report/9982 LabCorp Provider Notification Service,synthetic_llm_batch1
Phishing Email,lab_results,Pending Pathology Report Requires Your Signature,A pathology report is pending your electronic signature before it can be released to the patient chart. This report has been pending for 3 days. Please sign off using the link below to avoid delay in patient care coordination. hxxp://pathology-esign.org/report Quest Diagnostics Provider Services,synthetic_llm_batch1
Phishing Email,lab_results,Critical Value Alert - Action Needed,A critical lab value has been recorded for a patient under your care and requires acknowledgment within 2 hours per hospital protocol. Click below to acknowledge and view the full report. hxxp://critical-alert-viewer.com/ack Hospital Lab Alert System,synthetic_llm_batch1
Phishing Email,hr_benefits,Open Enrollment Closes Tomorrow - Update Your Elections,"This is your final reminder that open enrollment for health benefits closes tomorrow at midnight. If you do not log in and confirm your elections, you will be automatically enrolled in the default plan which may not match your current coverage needs. Log In Now: hxxp://benefits-enroll-portal.net/login HR Benefits Administration",synthetic_llm_batch1
Phishing Email,hr_benefits,Verify Your Direct Deposit Information,"Due to a recent update in our payroll processing system, all employees are required to re-verify their direct deposit information by Friday. Failure to do so may result in a delay of your next paycheck. Please use the secure link below to confirm your bank details. hxxp://payroll-verify-secure.com Human Resources Department",synthetic_llm_batch1
Phishing Email,hr_benefits,Your FSA Balance Will Be Forfeited,Our records show you have an unused Flexible Spending Account balance of $612 that will be forfeited at the end of this month per plan rules. Click here to review your balance and submit a claim before the deadline. hxxp://fsa-balance-claim.net Benefits Team,synthetic_llm_batch1
Phishing Email,vendor_bec,Updated Invoice - Please Process Payment,"Hi, please see the attached revised invoice for our recent medical supply order. Note that our banking details have changed since our last transaction, please use the new account information listed on the invoice for this and all future payments. Let me know once payment has been submitted. Best, Marcus - Accounts, MedSupply Direct",synthetic_llm_batch1
Phishing Email,vendor_bec,Overdue Invoice #77452 - Please Action Today,"This invoice is now 15 days overdue. To avoid a service interruption on your equipment maintenance contract, please process payment today using the updated remittance details attached. Contact us immediately if you have questions. Regards, Billing, Apex Medical Equipment Services",synthetic_llm_batch1
Phishing Email,vendor_bec,Change of Banking Details Notification,"Please be advised that our company has recently switched banking providers. All future payments should be directed to the new account details found in the attached document. Please update your records accordingly to avoid any delay in your next order fulfillment. Thank you, Procurement, Sterile Solutions Inc.",synthetic_llm_batch1
Phishing Email,it_password_reset,Security Alert: Unusual Sign-in Attempt Detected,"We detected a sign-in attempt to your hospital network account from an unrecognized location. If this wasn't you, your account may be compromised. Please secure your account immediately by resetting your password using the link below. hxxp://account-secure-reset.net IT Security Operations",synthetic_llm_batch1
