email_type,subcategory,subject,body,source
Phishing Email,lab_results,Abnormal Result Flagged in Your Portal Queue,A result in your review queue has been flagged as outside normal range and is awaiting your sign-off before it can be released to the patient. Please log in within the next 4 hours to avoid delaying patient notification. Review here: hxxp://meridianlab-portal.net/queue,synthetic_llm_batch6
Phishing Email,lab_results,RE: Pathology - Please Confirm Receipt,"Hi, wanted to make sure this landed in your inbox — the biopsy results for the patient we discussed Tuesday are ready. Can you confirm you can access the attached report? Biopsy_Report_Encrypted.pdf. Let me know if the file won't open, I can resend.",synthetic_llm_batch6
Phishing Email,lab_results,Lab Queue: 2 Results Pending Your Action,2 results pending. 1 flagged abnormal. Sign off required before EOD. hxxp://crestview-labqueue.com/login,synthetic_llm_batch6
Phishing Email,lab_results,Immediate Attention: Panic Value Reported,A panic value has been reported for one of your patients and per lab protocol must be acknowledged by the ordering provider within 60 minutes of notification. This is an automated escalation. Acknowledge now: hxxp://northstar-panicvalue-ack.net Failure to acknowledge will trigger a call to your on-call line.,synthetic_llm_batch6
Phishing Email,lab_results,Fwd: Results Ready for Review,"Hey, results came back on the patient from this morning, nothing urgent on my end but wanted to flag it for you to take a look when you get a chance today. Portal link below. hxxp://lakeshore-results-view.org",synthetic_llm_batch6
Phishing Email,lab_results,Outstanding Sign-Off: Pathology Case #4471,"This case has been sitting in the sign-off queue since Monday and needs your electronic signature before we can move forward with patient communication. When you have a moment today, please review and sign. hxxp://whitfield-pathology-signoff.net",synthetic_llm_batch6
Phishing Email,lab_results,Test Results Uploaded - No Rush,"Just a heads up that a new set of test results has been uploaded to the provider portal for the patient you saw last week. Nothing flagged as urgent, but take a look when convenient. hxxp://biopath-provider-portal.com",synthetic_llm_batch6
Phishing Email,lab_results,URGENT: Critical Lab Value - Response Required Within the Hour,"A critical lab value has just come through for a patient linked to your pharmacy account. Per protocol, this must be reviewed and acknowledged within one hour. Click below to view the full report and confirm receipt. hxxp://valleyforge-critical-lab.net/view Pharmacy Clinical Alert Team",synthetic_llm_batch6
Phishing Email,lab_results,Report Attached - Please Review at Your Convenience,"Attached please find the pathology report for the specimen submitted last week. No immediate action needed on our end, but please review and file accordingly. Pathology_Report_Case2291.zip",synthetic_llm_batch6
Phishing Email,lab_results,Your Sign-In Is Required to View a New Lab Alert,A new lab alert has been generated and requires your sign-in to view the full details. This alert type typically requires action within 24 hours per our internal escalation policy. hxxp://vasquez-clinic-alerts.net/signin Thank you.,synthetic_llm_batch6
Phishing Email,lab_results,Results Available - FYI,Results are in. No action needed unless you want to take a look. hxxp://fairview-gh-results.org,synthetic_llm_batch6
Phishing Email,lab_results,Compliance Notice: Unsigned Lab Report Older Than 5 Days,"This is a compliance notification generated by our quality assurance system. A lab report associated with your provider ID has remained unsigned for more than five business days, which places our practice at risk during the next audit cycle. Please log in and complete sign-off as soon as possible to bring this into compliance. hxxp://redwood-compliance-portal.com/signoff Quality Assurance Office",synthetic_llm_batch6
Phishing Email,lab_results,Quick one - can you check this result?,"Hey, when you get a sec can you pull up the result for the patient from yesterday's draw? Something looked a little off to the tech and wanted your eyes on it before we call the patient. Link's below. hxxp://summitdx-quickcheck.net",synthetic_llm_batch6
Phishing Email,lab_results,Action Needed: Review Flagged Result Before Patient Portal Release,A result has been automatically flagged for review before it becomes visible to the patient in their portal. Please review within 24 hours; if no action is taken the result will auto-release to the patient without your comments. hxxp://chen-clinic-flaggedresult.net,synthetic_llm_batch6
Phishing Email,lab_results,Second Notice: Pending Lab Sign-Off,This is a second notice regarding a lab report still pending your sign-off. The first notice was sent three days ago. Please complete this at your earliest convenience to avoid further escalation to department leadership. hxxp://coastal-rmc-labsignoff.net,synthetic_llm_batch6
Phishing Email,lab_results,Lab Result Notification,A result has been posted for a patient under your care. View it here when you have time: hxxp://truelab-notify.net No further action is required unless the result requires follow-up.,synthetic_llm_batch6
Phishing Email,lab_results,Please advise - lab flagged this for physician review,The lab flagged this result for physician review rather than releasing it directly to the patient. Could you take a look sometime today and let the front desk know if any follow-up is needed? Thanks so much. hxxp://bello-md-labreview.com,synthetic_llm_batch6
Phishing Email,lab_results,Time-Sensitive: Result Requires Co-Sign,"This result requires a co-signing physician before it can be finalized in the chart. Because the patient is expecting a callback today, please complete the co-sign as soon as possible. hxxp://pinecrest-cosign.net/case",synthetic_llm_batch6
Phishing Email,lab_results,New Report in Your Queue,You have a new report waiting in your queue. Log in to view the details whenever it's convenient for you. hxxp://meadowbrook-labqueue.org,synthetic_llm_batch6
Phishing Email,lab_results,Reminder: 2 Unreviewed Results From Last Week,This is a friendly reminder that you have two unreviewed results from last week's testing batch still sitting in your queue. Please take a moment to review them so we can proceed with patient follow-up communication. hxxp://meridianlab-portal.net/pending Thank you for your attention to this.,synthetic_llm_batch6
Phishing Email,lab_results,Attn: Result Requires Verification Before Release,Please be advised that a laboratory result associated with one of your patients requires provider verification prior to release into the patient portal. Kindly complete verification within 48 hours to maintain compliance with our results-release policy. hxxp://staugustine-verify.net Laboratory Services Department,synthetic_llm_batch6
Phishing Email,lab_results,hey - lab thing,"hi, quick one — lab result came back for the patient we talked about, wanted to get it in front of you before end of day. see attached. Lab_Result_Scan.pdf",synthetic_llm_batch6
Phishing Email,lab_results,Result Escalated to You for Second Opinion,"One of our techs flagged an unusual result and escalated it to you for a second opinion before it goes back to the ordering provider. If you could take a look sometime in the next day or two that would be great, no immediate rush but we'd like to close this out this week. hxxp://whitfield-secondopinion.net",synthetic_llm_batch6
Phishing Email,lab_results,Result Ready — Confirmation Requested,A result is ready for your confirmation. Please confirm receipt by replying to this email or logging into the portal below within 24 hours. hxxp://northstar-confirm.net No confirmation received will trigger a follow-up call.,synthetic_llm_batch6
Phishing Email,lab_results,Panic Value - Immediate Callback Requested,Panic value on file. Please call the lab directly or acknowledge via the link within 30 minutes. hxxp://lakeshore-panic-ack.net,synthetic_llm_batch6
Phishing Email,lab_results,Routine Result Posted,"A routine lab result has been posted to the shared portal for one of your patients. Nothing flagged, just keeping you in the loop. Take a look whenever works for you. hxxp://crestview-labqueue.com/routine",synthetic_llm_batch6
Phishing Email,lab_results,Documentation Needed: Sign-Off on Amended Report,An amended lab report has been generated for a patient in your panel and requires a fresh sign-off since the original values were revised by the lab. Please review the amendment and sign off within 3 business days per our documentation policy. hxxp://redwood-amended-report.net Health Information Management,synthetic_llm_batch6
Phishing Email,lab_results,Can you take a look when you get a chance?,"No rush at all, but when you have a minute could you glance at the attached result? Wanted a second set of eyes before we file it. Result_Copy.pdf Thanks!",synthetic_llm_batch6
Phishing Email,lab_results,Final Reminder: Unsigned Result From Two Weeks Ago,"This is our final reminder regarding a lab result that has remained unsigned in your queue for over two weeks. If sign-off is not completed within 48 hours, this will be escalated to the medical director's office per hospital policy. hxxp://fairview-finalreminder.net Health Information Management Office",synthetic_llm_batch6
Phishing Email,lab_results,Lab Update on Shared Patient,Wanted to give you a heads up that lab work came back on our shared patient this morning. Nothing alarming but a couple values worth discussing at some point. I'll have the office send the full report over through the usual channel. hxxp://vasquez-labupdate.net,synthetic_llm_batch6
Phishing Email,lab_results,System Alert: Result Pending Provider Attestation,SYSTEM ALERT: One result is pending provider attestation. Attestation is required within 24 hours of this notice to remain compliant with pharmacy clinical review standards. hxxp://valleyforge-attest.net/case Automated Clinical Review System,synthetic_llm_batch6
Phishing Email,lab_results,Quick FYI on this morning's labs,"Labs from this morning are in. Nothing urgent, just wanted you to have it before your next appointment block. hxxp://horizonpath-fyi.net",synthetic_llm_batch6
