email_type,subcategory,subject,body,source
Phishing Email,executive_impersonation,Quick ask,"Are you around for the next 20 minutes? I'm stuck in the board meeting and can't get to my laptop. I need you to grab 4 Target gift cards, $100 each, and send me the codes by photo. I'll square up with you tomorrow. Thanks so much.

Sent from my iPhone",synthetic_llm_batch18
Phishing Email,executive_impersonation,Need your help with something,"I'm on a flight in about an hour so I don't have much time. Can you process a payment of $8,450 to a new vendor before I board? I'll forward the wire details in the next message. Please don't mention it to Denise yet, we're still finalizing the contract terms.

- R.",synthetic_llm_batch18
Phishing Email,executive_impersonation,You there?,"Hey, I know it's short notice but I need a favor. I'm in the OR most of the afternoon and my assistant is out sick. Can you pick up some Amazon gift cards, $150 total, for a vendor appreciation thing? Send me the codes when you have them, I'll pay you back.

Sent from my iPad",synthetic_llm_batch18
Phishing Email,executive_impersonation,Confidential request,"This has to stay between us for now until the acquisition is announced next week. I need a same-day ACH transfer set up to a holding account, I'll send the routing info shortly. Please don't loop in the finance team until I give the go-ahead.

Thanks,
Marcus",synthetic_llm_batch18
Phishing Email,executive_impersonation,Are you free?,"I'm at the offsite retreat and barely have signal. Need you to handle something quickly, can you check if we can rush an invoice payment for a supplier before end of day? I'll explain the full story when I'm back in the office Thursday.",synthetic_llm_batch18
Phishing Email,executive_impersonation,Working from the deposition today,"Won't be reachable by phone for most of the day. Need a small favor, please purchase two $200 Best Buy gift cards for the client raffle and text me the numbers once you have them. Keep the receipt, I'll reimburse you next week.",synthetic_llm_batch18
Phishing Email,executive_impersonation,Following up,"Circling back on this, I still need that payment processed today if at all possible. I know it's unusual to ask over email but I genuinely can't get on a call right now, back to back all afternoon. Let me know once it's sent.",synthetic_llm_batch18
Phishing Email,executive_impersonation,URGENT - need you now,"I need this handled in the next hour. Please transfer $12,300 to the account I'll send separately, it's for a supplier we're onboarding and they need it before their bank closes today. I'm unreachable by phone, conference keynote in 10 minutes.",synthetic_llm_batch18
Phishing Email,executive_impersonation,"Hey, quick one","Can you do me a favor and send me your cell number, I want to text you something I can't put in email right now. I'm traveling and this is time sensitive.

Sent from my iPhone",synthetic_llm_batch18
Phishing Email,executive_impersonation,Re: payment,"Thanks for handling the last one. I need one more today, similar amount, new vendor, I'll send the bank details in a follow up. Please keep this quiet until the partnership is formally announced, legal is still reviewing.",synthetic_llm_batch18
Phishing Email,executive_impersonation,Meeting ran long,"Sorry for the radio silence, meetings ran way over. I still need that gift card favor from earlier, can you get it done before you head out today? Appreciate you covering for me on this.",synthetic_llm_batch18
Phishing Email,executive_impersonation,Discreet request,"I need you to handle a payroll correction discreetly, a former contractor is owed a final payment and HR is backed up. Can you process $2,750 directly and I'll get it logged properly once things calm down. Don't cc anyone else for now.",synthetic_llm_batch18
Phishing Email,executive_impersonation,Are you at your desk,"Trying to reach you, phone's not going through for some reason. I need help with a vendor payment before 3pm, can you check your email for the wire instructions I'm about to send?",synthetic_llm_batch18
Phishing Email,executive_impersonation,From the road,"Driving between sites all day so can't take calls. Need you to process an urgent reimbursement to a consultant, $1,890, I'll send the account info in a separate message once I'm stopped.",synthetic_llm_batch18
