email_type,subcategory,subject,body,source
Phishing Email,hr_benefits,Action Needed: Confirm Your Beneficiary Designation,"Willowbrook Family Clinic staff, our benefits vendor is migrating to a new platform this week. Before the cutover, please confirm your life insurance beneficiary designation using the secure form here: hxxp://benefitedge-verify.net/beneficiary. This must be completed by Friday or your current designation may not carry over.",synthetic_llm_batch8
Phishing Email,hr_benefits,Your 401k Match Election Needs Review,"Hi team, with the new plan year starting soon, we need everyone to log in and re-confirm their 401k contribution percentage so the employer match transfers correctly. hxxp://totalrewards-connect.com/401k-review Thanks, Payroll Services",synthetic_llm_batch8
Phishing Email,hr_benefits,Dependent Verification Audit - Response Required,St. Agnes Regional Hospital is conducting a routine dependent eligibility audit for all employees carrying spouse or child coverage. Please upload proof of dependent status through the portal below within 10 business days or coverage for listed dependents may be suspended pending review. hxxp://dependent-audit-portal.org/upload HR Compliance,synthetic_llm_batch8
Phishing Email,hr_benefits,Your HSA Contribution Limit Has Changed,"Quick note - the IRS updated HSA contribution limits and your current elections may put you over the new cap. Log in to adjust before your next paycheck to avoid a tax penalty. hxxp://clearpath-benefits.net/hsa-adjust Marcus Webb, HR Director",synthetic_llm_batch8
Phishing Email,hr_benefits,Reminder: Life Event Change Window Closing,"Since your qualifying life event on file, you have a short window to update your benefit elections. This window closes in 3 days. Please complete your changes here: hxxp://benesecure-online.com/life-event Oakhaven Medical Center HR",synthetic_llm_batch8
Phishing Email,hr_benefits,Payroll Discrepancy - Please Confirm Your SSN and Routing Number,"We found a mismatch between your filed W-4 and our payroll system that is holding up your next deposit. To release the payment, please re-enter your SSN and bank routing number on the form linked below. hxxp://payroll-services-verify.net Corner Drug Pharmacy Payroll Team",synthetic_llm_batch8
Phishing Email,hr_benefits,Wellness Incentive Payout Pending Your Confirmation,"Congrats on completing this year's wellness screening! Your $150 incentive is ready to disburse, but we need you to confirm your mailing address and last 4 of your SSN for our records first. Confirm here: hxxp://workwell-benefits.net/incentive-payout",synthetic_llm_batch8
Phishing Email,hr_benefits,Notice: Your Coverage Will Lapse Without Action,"Meridian Health Insurance records show your employee premium payment did not process this cycle. To avoid a lapse in coverage effective the 1st, please update your payment method now. hxxp://meridian-benefits-pay.com HR Benefits",synthetic_llm_batch8
Phishing Email,hr_benefits,New Benefits Portal - One-Time Login Verification,"As part of our switch to PeopleFirst HR Cloud, all staff must complete a one-time identity verification to migrate their benefit elections. Please have your SSN and date of birth ready when you click through. hxxp://peoplefirst-migrate.net Lakeshore General Hospital HR",synthetic_llm_batch8
Phishing Email,hr_benefits,Your COBRA Election Deadline is This Week,"This is a reminder that your COBRA continuation coverage election deadline is this Thursday. If you'd like to continue coverage, please submit your election and payment info through the link below before it expires. hxxp://cobra-election-now.org",synthetic_llm_batch8
Phishing Email,hr_benefits,URGENT - Retirement Account Rollover Needs Your Signature,Our recordkeeper flagged your old 401k for a mandatory rollover due to the balance being under the plan minimum. Please e-sign the rollover authorization today to avoid a taxable distribution. hxxp://totalrewards-connect.com/rollover-sign QuickCare Pharmacy Group Benefits Desk,synthetic_llm_batch8
Phishing Email,hr_benefits,Flexible Spending Card Suspended - Verify to Reactivate,Your FSA debit card has been temporarily suspended pending identity verification following a routine security review. Reactivate by confirming your card number and PIN at the link below. hxxp://benesecure-online.com/fsa-reactivate Harborview Health Plans,synthetic_llm_batch8
Phishing Email,hr_benefits,Your Pay Stub Access Requires Re-Authentication,"Cedar Valley Hospital, due to a security update, you'll need to re-authenticate to keep viewing your pay stubs online. Please log in with your employee ID and current password within 48 hours to avoid losing access. hxxp://paystub-reauth.net",synthetic_llm_batch8
Phishing Email,hr_benefits,Time-Sensitive: Update Your Tax Withholding Elections,"Sunrise Pediatric Clinic staff - a payroll system update requires everyone to re-submit their W-4 withholding elections by end of week, otherwise the system will default to the highest withholding bracket. hxxp://withholding-update-now.com HR Team",synthetic_llm_batch8
Phishing Email,hr_benefits,Your Benefits Enrollment Is Incomplete,"Hi, our records show your open enrollment submission was received but is missing a required signature page. Please complete it here before the window closes tonight: hxxp://benefitedge-verify.net/sign-required TrueNorth Insurance Partners",synthetic_llm_batch8
